id;texto;anotacao
1021924896132288513; "não existe aquecimento global, na globo tem ar condicionado";" "
1013460669054836736; "região do douro sofre com alterações do clima a produção do vinho está a sofrer muito com as mudanças no clima e já aplica mesmo medidas para diminuir os efeitos do aquecimento global.";" "
1024037477487665154; "@revistaistoe a culpa é do aquecimento global!";" "
1017433578471387136; "josé serra: aquecimento global, ebulição local - o estado de s.paulo urge enfrentar o cont";" "
1015377208288972800; "gostei de um vídeo @youtube ção de co2 em sedimentos pode ser viável contra aquecimento global - space";" "
1016365270494056448; "@exame porra só imbecis para ainda cair nesse papo furado de aquecimento global!";" "
1021759289608876032; "@zeno_1972 @carneiro55_kb @theumilk99 não percebeste ou vais fingir não perceber? o que eu disse não foi que a geografia explica a alteração climática, mas que regista, indubitavelmente, que houveram alterações climáticas.";" "
1022498276514455553; "pois, quando assistimos a extinção em massa, de tantas espécies, aquecimento global, com todas as suas consequências desastrosas para qualquer ser vivo, qualquer outra notícia, tipo esta que já vem de há algum tempo, e completamente desolador!!!!";" "
1022134429366607872; "a onda de calor na grécia me fiz lembrar da minha ida à cop23, a conferência do clima da onu.lá o clima era de extrema urgência no combate ao avanço do aquecimento global, ainda mais com a saída dos eua do acordo de paris, já que trump julga o tema banal.será mesmo?#climatechange";" "
1022297496838656000; "óbvio que o trump não é a mãe natureza mas afirmar que o aquecimento global nao é real e acreditar os desastres naturais não têm mão humana é que torna estas situações muitos mais preocupantes! efeito borboleta, mas é a minha opinião...";" "
1017830499199455232; "aquecimento global é meu ovo né";" "
1018923917107441664; "@profrfelicio os efeitos do aquecimento global em portugal ????";" "
1018236248899678211; "@pedropaiva1977 @csprodrigues vamos imaginar que estamos a falar da importância da poluição no aquecimento global. se unicamente nos centrarmos no problema da poluição não conseguiremos alcançar o desígnio final: orbitar o aquecimento global.";" "
1022802522082340867; "ciência aponta: em grande quantidade, jujuba não contribui com o efeito estufa.";" "
1022596197943529473; "@upjg01 3) o metano (gás do pum da vaca) é 20x mais potente que o co2 (solto pelas indústrias) e é a maior causa do aquecimento global 4) o coco da vaca polui o solo e a água do nosso planeta+";" "
1013890139116929024; "#aquecimento global #mudançasclimáticas - acelerar o progresso na redução das emissões de carbono salvaria milhões de vidas, principalmente nas áreas metropolitanas";" "
1022008483003203584; "japão com temperaturas batendo os 41 graus...incêndios destruindo e matando na grécia.... e tem doido que bate o pé e diz que o aquecimento global não é real.";" "
1018353445240295424; "caralhoooo ok eu não acredito em aquecimento global, mas as vezes o greepeace faz umas paradas fodas tipo convencer os pescadores de krill a sair de parte do mar da antartica";" "
1022266653214744576; "@marcogomes pelo oque eu li o aquecimento global já acontece há vários séculos, o maior causador disso seria grandes queimadas...então meio que é um ciclo, a terra esquenta depois ela se resfria.";" "
1018468576146096128; "@amagxx e ainda dizem que o aquecimento global é um mito";" "
1017031281719300096; "@jovemnerd num mundo cheio de pessoas anti-vacina, terraplanista, negacionistas do aquecimento global, não é nem um pouco supreendente tamanha ignorancia das pessoas";" "
1016682171795431424; "essa mudança climática acaba comigo, e vem a gripe junto :c";" "
1015278771241439233; "há mais de 10 dias as temperaturas em curitiba tem ultrapassado os 20°c e nos últimos 3 dias tem batido 25°c, c/ mínimas ñ menores que 12°c. os qp dizem que não existe aquecimento global estão escondidos, esperando acontecer qualquer geadinha pra perguntar "ain cadê o aquecimento globaum?"";" "
1023931622196948994; "aquecimento global duplicou chance de onda de calor europeia";" "
1016934697362972672; "@mauriciostycer @dukechargista estamos em 2018, a ‘era da informação’ já está mais surrada que a teoria do efeito estufa e o ronaldo acha que a mídia é o seu parquinho para brincar";" "
1024437088090025984; "aquecimento global";" "
1021089026370129920; "você não é o aquecimento global mas tô sentindo um clima quente entre nós";" "
1020516435003658240; "aquecimento global pode derrubar a internet do planeta https://t.co/yfieqvxzdl";" "
1015976148696748032; "foi interessante o debate sobre aquecimento global com o taxista genteeee do céu";" "
1017301845805543424; "wtf como assim eu em julho tenho de andar de casaco e mm assim tenho frio? fim de semana ok aquecimento global já percebemos que estás chateado connosco";" "
1014695862100942848; "socialista obstinado critica julio severo por não culpar o aquecimento global pelo furacão harvey";" "
1015738109311488001; "@aviadorcascavel ?? vira vegano nada kkkkkkk estraga essa carne aí tranquilo. o aquecimento global é balela gargalhada";" "
1014866016411766784; "aquecimento global existe e é sim causado pela emissão antrópica de gases do efeito estufa como o gás carbônico. o fato da terra ter um ciclo de eras glaciais e eras mais quentes não explica o aumento da temperatura nos últimos anos.";" "
1024448786494627840; "@zamenza @alvaropenerotti com o aquecimento global, isso é possível sim";" "
1022070411536814080; "bem sinceramente já nem sei, o aquecimento global está a atacar bem forte";" "
1021739962507636738; "@anathaismatos casillas está apresentando todo o repertório dele, não gosta do var e agora diz que o homem não foi a lua... qual será a próxima?! terra plana... não existe aquecimento global... espero que ele volte pra seleção, assim ele para com esses comentários aleatórios.";" "
1021229503593570304; "@giliadssilva @diamante166 @pblnll @rodolfo_forest @maatheus_rj @guajajarasonia apresentar argumento científico para o que? não tem que se provar nada aqui. eu já afirmei que o aquecimento global existe. agora o anarcocapitalista é questão de uma ética moral, não de artigo científico. é o justo e ético, onde respeita todos e quaisquer direitos do indiv.";" "
1023687075206520832; "da última vez que veio uma onda de calor como a da próxima semana morreram mais de 1000 pessoas em portugal, mas aquecimento global não é verdade right fellas hahahaha";" "
1021772793262891009; "@kuiuka qual o aquecimento global? ? o polo sul até arrefeceu! ? mas o polo norte aqueceu! isto é confuso, não é!? ?";" "
1016372897064120320; "o uso excessivo do ar condicionado prejudica o clima da terra. os aparelhos demandam muita energia e a poluição das termelétricas pode causar mais mortes até 2050 =gt; https://t.co/piktgfadp3 #meioambiente #natureza foto: reprodução/pixabay";" "
1014556689092284416; "@marcelo04346868 @jantoniocs29 @adriana32046929 vai provocar mais explosões solares com a queima dá cachaça crua ? isso vai causar um grande aquecimento global ? será o fim dá terra ?";" "
1021011289135632384; "aquecimento global...nem sibéria tta xkapa de temperaturas elevadas...";" "
1021394662140104704; "@zeno_1972 acho que devias pesquisar alguns artigos sobre os efeitos secundários do aquecimento global (tal como desregulacao das estações do ano), antes de abrir a boca beijinhos";" "
