id;texto;anotacao
1021402410986721280; "ok agora eu vou entrar com o papo da poluição e efeito estufa. agor ela me bloqueia";" "
1024197008012308480; "eu tenho certeza que essa chuva de granizo tem a haver com o aquecimento global, a última chuva de granizo que deu aqui foi bem fraquinha e não igual essa que parecia as chuvas que dá no sul .";" "
1022262555866226693; "ele diz que ainda sente frio por isso não há aquecimento global ?";" "
1022899612695388160; "@euotrouxa aquecimento global";" "
1022220559747149824; "é aquecimento global que fala";" "
1013740868346490880; "a morte do aquecimento global.";" "
1021237594795970560; "ta gente muito legal o lance de aquecimento global e tudo mais agr me responde uma coisinha porque quem eu gosto mora na puta que o pariu?????";" "
1023904716928020480; "estamos praticamente em agosto e está a chover e o trump diz que não há aquecimento global";" "
1021590339147255814; "você aí que come carne, não queria dizer nada não, mas você está contribuindo pro aquecimento global";" "
1021386510891995136; "o desmatamento no brasil pode custar até r$ 20 trilhões para os outros países conterem o efeito estufa. e você, vai deixar esse negócio esquentar entenda: #aristidesathayde2018 #aristides2018 #resista #nãomateamata";" "
1022896634454257666; "@naluicha @giangulla @brguedes @jornaloglobo e quem disse que o 'aquecimento global' é causado pelo homem?!";" "
1015243143564972033; "churrasco de domingo é vilão do aquecimento global";" "
1022995146143621121; "mundo dever ter onda de calor a cada dois anos. especialistas apontam ligação entre aquecimento global e incêndios florestais: https://t.co/w6tqai3spv";" "
1014218359888646144; "@babbs_com @antecipada_ aquecimento global ?";" "
1020662036127199232; "@bbcbrasil camada de ozônio não existe, aquecimento global não existe, fico impressionado no tanto de mongoloide que acredita nesses "cientistas" e na china";" "
1023613889756450816; "@ggapki menos mal.. eu sofro com a mudança climática tbm. tipo amanhã já sei que vou acordar mal porque vai esfriar";" "
1015469198733135872; "aquecimento global is real sis";" "
1023580489284767747; "a fake news é aquecimento global ligado a natalidade de gênero de tartarugas ñ pode ser provado. primeiro nem o aquecimento global pode ser provado e aliás há forte indício de que seja apenas uma estratégia política mesmo. segundo não se pode supor algo baseado em teorias infundadas";" "
1016761025725652992; "brasil corre risco de não cumprir meta contra aquecimento global";" "
